API Function,Risk Level,Usage Count,Risk Scenario,Sample Files,Developer Recommendation
add_inline_script,MEDIUM,26,Requires manual analysis for specific impact,wp-includes/script-loader.php,Recommend configuring protection
preg_quote,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/rewrite.php; wp-includes/comment.php,Recommend configuring protection
get_queried_object_id,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
using_index_permalinks,MEDIUM,25,URL generation/redirect - Host header affects generated URLs,wp-includes/rewrite.php; wp-includes/general-template.php,Recommend configuring protection
is_theme_active,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
is_preview,MEDIUM,25,Template rendering - Host header affects template output,wp-includes/post-template.php; wp-includes/theme.php,Recommend configuring protection
register_theme_feature,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/theme.php,Recommend configuring protection
switch_to_user_locale,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/pluggable.php,Recommend configuring protection
build_query,MEDIUM,25,Requires manual analysis for specific impact,wp-includes/post.php; wp-includes/functions.php,Recommend configuring protection
val,MEDIUM,25,Requires manual analysis for specific impact,wp-admin/edit-form-advanced.php; wp-admin/includes/class-custom-image-header.php,Recommend configuring protection
ob_get_clean,MEDIUM,24,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
array_shift,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/ms-blogs.php,Recommend configuring protection
to_array,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
strip_invalid_text_for_column,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/formatting.php; wp-includes/comment.php,Recommend configuring protection
false,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/post-template.php; wp-includes/general-template.php,Recommend configuring protection
is_singular,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-includes/comment.php,Recommend configuring protection
max,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
html_entity_decode,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/general-template.php,Recommend configuring protection
get_template,MEDIUM,24,Template rendering - Host header affects template output,wp-includes/post-template.php; wp-includes/update.php,Recommend configuring protection
suppress_errors,MEDIUM,24,Requires manual analysis for specific impact,wp-includes/ms-site.php,Recommend configuring protection
meta_key,MEDIUM,24,Requires manual analysis for specific impact,wp-admin/includes/upgrade.php,Recommend configuring protection
bloginfo,MEDIUM,23,Authentication related - Host header affects authentication flow,wp-includes/general-template.php; wp-login.php,Recommend configuring protection
is_rtl,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/general-template.php; wp-login.php,Recommend configuring protection
sanitize_html_class,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/media.php; wp-login.php,Recommend configuring protection
rtrim,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/ms-blogs.php,Recommend configuring protection
remove_filter,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/comment.php,Recommend configuring protection
wp_schedule_single_event,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/comment.php,Recommend configuring protection
call_user_func,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
array_diff,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/rest-api.php,Recommend configuring protection
size_format,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/media.php,Recommend configuring protection
esc_attr__,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php; wp-includes/l10n.php,Recommend configuring protection
add_section,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
wp_insert_post,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
version_compare,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/load.php; wp-includes/update.php,Recommend configuring protection
errors,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/class-wp-customize-manager.php; wp-includes/theme.php,Recommend configuring protection
translate,MEDIUM,23,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
wp_generate_password,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/pluggable.php; wp-login.php,Recommend configuring protection
get_user_option,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/admin-bar.php; wp-includes/general-template.php,Recommend configuring protection
wp_remote_retrieve_response_code,MEDIUM,22,Response handling - Host header affects response content,wp-includes/update.php; wp-includes/https-detection.php,Recommend configuring protection
get_month,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
is_scalar,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/rest-api.php; wp-includes/general-template.php,Recommend configuring protection
wp_kses,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/embed.php,Recommend configuring protection
is_int,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/rest-api.php,Recommend configuring protection
includes_url,HIGH,22,URL generation - host header influences generated URLs,wp-includes/media.php; wp-includes/embed.php,Must configure trusted proxy and host validation
is_writable,MEDIUM,22,Requires manual analysis for specific impact,wp-includes/functions.php; wp-admin/options-permalink.php,Recommend configuring protection
force_ssl_admin,HIGH,21,Authentication related - Host header affects authentication flow,wp-login.php,Must configure trusted proxy and host validation
status_header,MEDIUM,21,Response handling - Host header affects response content,wp-activate.php; wp-includes/http.php,Recommend configuring protection
is_subdomain_install,MEDIUM,21,Requires manual analysis for specific impact,wp-signup.php,Recommend configuring protection
clean_post_cache,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/theme.php,Recommend configuring protection
is_tax,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/general-template.php,Recommend configuring protection
selected,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/user.php; wp-includes/general-template.php,Recommend configuring protection
get_attached_file,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/media.php,Recommend configuring protection
get_object_taxonomies,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
wp_update_post,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
wp_delete_post,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php,Recommend configuring protection
send_header,MEDIUM,21,Response handling - Host header affects response content,wp-includes/rest-api.php; wp-includes/embed.php,Recommend configuring protection
get_bookmarks,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
get_user_meta,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/deprecated.php,Recommend configuring protection
log,MEDIUM,21,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/script-loader.php,Recommend configuring protection
http_post,MEDIUM,21,Requires manual analysis for specific impact,wp-content/plugins/akismet/class.akismet.php,Recommend configuring protection
wp_print_inline_script_tag,MEDIUM,20,Requires manual analysis for specific impact,wp-login.php,Recommend configuring protection
wp_verify_nonce,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/class-wp-recovery-mode.php; wp-includes/comment.php,Recommend configuring protection
file_get_contents,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/deprecated.php; wp-includes/media.php,Recommend configuring protection
network_home_url,HIGH,20,URL generation - host header influences generated URLs,wp-signup.php; wp-activate.php,Must configure trusted proxy and host validation
get_blogs_of_user,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-signup.php,Recommend configuring protection
array_pop,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/rest-api.php; wp-includes/ms-blogs.php,Recommend configuring protection
get_post_type,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/ms-blogs.php,Recommend configuring protection
WP_Query,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/media.php; wp-includes/class-wp-customize-nav-menus.php,Recommend configuring protection
add_post_meta,MEDIUM,20,Requires manual analysis for specific impact,wp-includes/class-wp-xmlrpc-server.php; wp-includes/class-wp-customize-manager.php,Recommend configuring protection
